datetime,daily_ret_gross,cost,daily_ret_net,bench_ret,nav,bench_nav
2023-01-03,0.0,0.0,0.0,-0.0040005445,1.0,1.0
2023-01-04,4.3088220991194247e-16,0.0004749931018698054,-0.00047499310186937453,0.0075389147,0.9995250068981306,1.0075389
2023-01-05,-0.015532296545532552,0.00020630338835563782,-0.01573859993388819,-0.011645496,0.9837938826906442,0.9958056
2023-01-06,0.02331616482643809,0.00032433494801241105,0.022991829878425678,0.022840738,1.0064131042769033,1.0185506
2023-01-09,-0.0014604485101761399,0.0003435753381915634,-0.0018040238483677032,-0.0007676482,1.004597511035478,1.0177686
2023-01-10,0.004069415388405273,0.0003630418468206345,0.0037063735415846385,0.0069782734,1.0083209246703215,1.024871
2023-01-11,0.008121626049812345,0.00035781745553979595,0.007763808594272549,0.01284945,1.0161493353310618,1.03804
2023-01-12,0.0026028225082251255,0.00034161774026459296,0.0022612047679605326,0.0034159422,1.0184470570530721,1.0415859
2023-01-13,-0.0012459563790097909,0.0003384379210787771,-0.001584394300088568,0.003996849,1.0168334353409352,1.045749
2023-01-17,-0.003230574680615252,0.0003244170577029194,-0.0035549917383181713,-0.0020304918,1.0132186008790525,1.0436256
2023-01-18,-0.01904427393120469,0.0003182210157142947,-0.019362494946918985,-0.015562594,0.9936001608394075,1.027384
2023-01-19,-0.0023696840948748015,0.0003269393199058782,-0.00269662341478068,-0.007638335,0.9909207953807581,1.0195366
2023-01-20,0.010597860660818642,0.000338442436671339,0.010259418224147302,0.018918395,1.001087066247574,1.0388246
2023-01-23,0.00515245454456611,0.0002767779981592396,0.00487567654640687,0.0118813515,1.0059680429773885,1.0511671
2023-01-24,0.0050716317139052215,0.00033784887548110804,0.004733782838424114,-0.00071150064,1.0107300772352381,1.0504192
2023-01-25,0.0015228783841651605,0.00032747888916629064,0.0011953994949988698,-0.00018173456,1.0119383034591454,1.0502284
2023-01-26,0.00975043884280958,0.0003211136740042519,0.009429325168805328,0.011007786,1.021480198773231,1.061789
2023-01-27,-0.009084470884705067,0.00033022486663960773,-0.009414695751344675,0.002494812,1.0118632734857578,1.0644379
2023-01-30,-0.008361187492940037,0.00031728952403427176,-0.008678477016974308,-0.012968779,1.0030818413224911,1.0506334
2023-01-31,0.012071638873117983,0.0003380540467246111,0.011733584826393372,0.014642477,1.0148515871954633,1.0660173
2023-02-01,0.0008772705979089975,0.00032644125178339504,0.0005508293461256024,0.0104522705,1.0154105972316527,1.0771595
2023-02-02,-0.006701912578467182,0.0003260236252296947,-0.0070279362036968765,0.01469934,1.0082743563337508,1.0929931
2023-02-03,-0.005018612277471408,0.0003274437406466864,-0.005346056018118095,-0.0103545785,1.0028840651431585,1.0816756
2023-02-06,0.0015169143098280155,0.000332121628388374,0.0011847926814396415,-0.0061404705,1.0040722748438726,1.0750337
2023-02-07,0.010402265156413236,0.00033310065015595833,0.010069164506257278,0.0128724575,1.0141824437554474,1.088872
2023-02-08,-0.0015262175273102975,0.00026214780324355306,-0.0017883653305538504,-0.011080742,1.012368715034179,1.0768065
2023-02-09,-0.00739330780136751,0.00033326293113224577,-0.007726570732499756,-0.0088297725,1.0045465765500974,1.0672985
2023-02-10,0.018142097328450672,0.0003316403760019661,0.017810456952448706,0.002195239,1.0224380101084725,1.0696416
2023-02-13,0.004219379871185919,0.00033032164985942366,0.0038890582213264953,0.011448622,1.0264143310574816,1.0818875
2023-02-14,-0.005495865433853939,0.0003312457219676388,-0.005827111155821577,-0.00028043985,1.0204333006584814,1.0815841
2023-02-15,-0.00043722805449422246,0.0003250017943031025,-0.000762229848797325,0.0027731657,1.0196554959380126,1.0845835
2023-02-16,-0.006300624269530037,0.00032381563878975647,-0.006624439908319793,-0.01378876,1.0129008493779832,1.0696285
2023-02-17,-0.008684659958454029,0.0003228533304253572,-0.009007513288879386,-0.002767384,1.0037771315168937,1.0666683
2023-02-21,-0.011004565895961405,0.0003254412767427421,-0.011330007172704147,-0.020041287,0.992404329417011,1.045291
2023-02-22,-0.0023604906711774325,0.0003236718520211077,-0.00268416252319854,-0.001573503,0.9897405549081298,1.0436462
2023-02-23,0.0022627790280377483,0.00033932545598967725,0.0019234535720480711,0.0053293705,0.9916442749138686,1.0492082
2023-02-24,-0.0033752169531211596,0.0003271366838446711,-0.0037023536369658306,-0.010537505,0.987972857126065,1.0381521
2023-02-27,-0.0012185394909262329,0.0003322108956295042,-0.0015507503865557371,0.003072977,0.9864407578359702,1.0413423
2023-02-28,-0.005696021751673804,0.000329256085877675,-0.006025277837551479,-0.0030360222,0.9804971781997236,1.0381807
2023-03-01,0.000500609474669383,0.000328163111165661,0.00017244636350372195,-0.004725218,0.9806662613725299,1.0332751
2023-03-02,0.00548244053001941,0.0003286191702396441,0.005153821359779766,0.0075821877,0.9857204400972069,1.0411097
2023-03-03,0.010095047850571802,0.0003349055824174996,0.009760142268154302,0.016147733,0.9953412118291834,1.0579212
2023-03-06,-0.0010057392937420908,0.00033063816873811394,-0.0013363774624802049,0.00068712234,0.9940110602662172,1.058648
2023-03-07,-0.015077659110606371,0.0003266927515675159,-0.015404351862173888,-0.015326917,0.9786989641389838,1.0424223
2023-03-08,0.0003255260648486433,0.0003345163717359197,-8.990306887276395e-06,0.0014147758,0.9786901653349459,1.043897
2023-03-09,-0.017964622465698236,0.0003287125122796394,-0.018293334977977877,-0.01845932,0.9607866583008211,1.0246273
2023-03-10,-0.019575339238071036,0.000328909350804139,-0.019904248588875174,-0.014478147,0.9416629218131268,1.0097927
2023-03-13,-0.009394248468981245,0.0003330808531946921,-0.009727329322175937,-0.0015097857,0.9325030564621681,1.008268
2023-03-14,0.011963629305615425,0.000328012209609553,0.011635617096005873,0.016476631,0.9433533049680171,1.0248809
2023-03-15,-0.02672223662428618,0.00033224327563130003,-0.02705447989991748,-0.006980896,0.9178313719402391,1.0177263
2023-03-16,0.01064023251190584,0.00033127320774213766,0.010308959304163702,0.017562032,0.9272932582016558,1.0355997
2023-03-17,-0.019946247582548322,0.0003279091617968027,-0.020274156744345125,-0.011019468,0.9084931693369009,1.0241879
2023-03-20,0.015439844453673975,0.0003186507129566172,0.015121193740717357,0.008918405,0.9222306705625626,1.033322
2023-03-21,0.0008144682250234734,0.00033381714220733134,0.0004806510828161421,0.012982249,0.9226739417329748,1.0467368
2023-03-22,-0.020482470060732273,0.0003222157155029851,-0.020804685776235256,-0.01646322,0.9034780003012999,1.0295042
2023-03-23,-0.00741809758633136,0.0003257571627253052,-0.007743854749056665,0.0029845238,0.8964815978979984,1.0325768
2023-03-24,0.012532324313171661,0.00032749400745346065,0.0122048303057182,0.0056397915,0.9074230036725427,1.0384004
