market,model,IC,ICIR,RankIC,RankICIR,AnnReturn_Gross,AnnReturn_Net,AnnExcess_Gross,AnnExcess_Net,Sharpe,MaxDrawdown,BenchReturn,Turnover
csi300,GRU,0.00580313090651217,0.03342562735102888,0.008022761560833157,0.0412175343005022,0.035886184785454564,0.03629175727261595,0.03588618478545456,0.036291757272615945,0.43226122333186573,0.03404473095580065,0.0,0.0018956306144897938
csi300,TCN,0.0005442552280653908,0.004875791933834713,0.0006253501255433896,0.005035718214271107,0.02939421596207117,0.03682562367075083,0.02939421596207115,0.03682562367075084,0.3986137564243184,0.04693602833394888,0.0,0.037229269186789204
csi300,Transformer,0.0038087737425616754,0.027087436393674794,0.002630669530350945,0.022209697215175916,0.05577294300364545,0.05591362748693755,0.055772943003645443,0.055913627486937546,0.6696116326554129,0.06905399510159357,0.0,0.001372528672254049
csi300,XGBoost,0.0006506215888707755,0.004537259165681617,0.0008117684860773082,0.004187643032549447,0.014499157310906506,0.014442678787540835,0.014499157310906525,0.014442678787540825,0.17996219868965763,0.01922080487315739,0.0,0.0009255879348139051
sp500,GRU,0.0032559317748298835,0.025596186354584372,0.0029213066335745607,0.02216574163113748,0.02115817932315071,0.02087984616704522,0.021158179323150682,0.02087984616704523,0.3704309192586987,0.05169820618581031,0.0,0.0013432612416838085
sp500,TCN,0.0009915676960540133,0.010652137394928861,0.0006881771502851091,0.0062825205115415225,0.025283155246450167,0.02916348449850196,0.025283155246450174,0.029163484498501945,0.33837939616821233,0.09392383521960361,0.0,0.029133685477385075
sp500,Transformer,0.0016744820942137294,0.013390331398059327,0.0016057620699669703,0.01101456451915045,0.01691830014327063,0.01689786335577807,0.016918300143270625,0.01689786335577807,0.17040830993862627,0.05314636880361079,0.0,0.0006854173333897095
sp500,XGBoost,0.0013670622734775148,0.015045872418314643,0.001072000996685504,0.01211292259800918,0.022339206861025817,0.022409679428419736,0.022339206861025817,0.022409679428419725,0.21444959251254084,0.08068309914647863,0.0,0.0006002116776179817
